Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Shelburne Lodge,http://www.shelburnelodge.com,+353(0)646641013,-9.574873,51.882156,Kerry,Kenmare,Republic of Ireland
Hibernian House,http://www.hibernianhousekilkenny.com,+353(0)567764848,-7.25153460644003,52.6500347313392,Kilkenny,Kilkenny City,Republic of Ireland
Killarney Lodge,http://www.killarneylodge.ie,+353(0)646636499,-9.505884,52.056616,Kerry,Killarney,Republic of Ireland
The Strand,http://www.thestrandkilkee.com,+353(0)659056177,-9.647003,52.680542,Clare,Kilkee,Republic of Ireland
Old Weir Lodge,http://www.oldweirlodge.com,+353(0)646635593,-9.507253,52.051402,Kerry,Killarney,Republic of Ireland
Lisdonagh House,http://www.lisdonagh.com,+353(0)9331163,-9.055779,53.491856,Galway,Caherlistrane,Republic of Ireland
Myles Creek,http://www.tripadvisor.ie/Hotel_Review-g212520-d676466-Reviews-Myles_Creek-Kilkee_County_Clare.html,+353(0)659056900,-9.649137,52.678162,Clare,Kilkee,Republic of Ireland
Dun Ri,http://www.dunri.ie,+353(0)9521625,-10.018439,53.487894,Galway,Clifden,Republic of Ireland
The Boutique,http://www.theboutique.ie,+353(0)61315320,-8.624648,52.664103,Limerick,Limerick City,Republic of Ireland
Buttermilk Lodge,http://www.buttermilklodge.com,+353(0)9521951,-10.023554,53.492107,Galway,Clifden,Republic of Ireland
Broadmeadow Country House,http://www.irishcountryhouse.com,+353(0)18352823,-6.360194,53.490558,Meath,Ashbourne,Republic of Ireland
Waterloo House,http://www.waterloohouse.ie,+353(0)16601888,-6.243476,53.331581,Dublin,Dublin 4,Republic of Ireland
Harrington Hall,http://www.harringtonhall.com,+353(0)14753497,-6.263004,53.334973,Dublin,Dublin 2,Republic of Ireland
Aisling Guest House,http://www.aislingguesthouse.ie,+353(0)18350359,-6.384597,53.497213,Meath,Ashbourne,Republic of Ireland
Richmond Inn,http://www.richmondinnireland.com,+353(0)433326126,-7.904671,53.731424,Longford,Longford,Republic of Ireland
Ballyvaughan Lodge,http://www.ballyvaughanlodge.com,+353(0)657077292,-9.146425,53.116109,Clare,Ballyvaughan,Republic of Ireland
Wild Honey Inn,http://www.wildhoneyinn.com,+353(0)657074300,-9.295919,53.028662,Clare,Lisdoonvarna,Republic of Ireland
West End Bar,http://www.westendfenit.ie,+353(0)667136246,-9.864376,52.276691,Kerry,Fenit,Republic of Ireland
Redbank House,http://www.redbank.ie/,+353(0)18491005,-6.109148,53.579732,Dublin,Skerries,Republic of Ireland
Seashore Farm Guesthouse,http://www.seashorekenmare.com,+353(0)646641270,-9.5999774232788,51.8775959485834,Kerry,Kenmare,Republic of Ireland
Ardilaun House,,+353(0)656822311,-8.980366,52.865081,Clare,Ennis,Republic of Ireland
Highfield House,http://www.highfieldguesthouse.com,+353(0)469436386,-6.787157,53.55255,Meath,Trim,Republic of Ireland
Lancaster Lodge,http://www.lancasterlodge.com,+353(0)214251125,-8.482349,51.896605,Cork,Cork City,Republic of Ireland
Cliff Townhouse,http://www.clifftownhouse.ie,+353(0)16383939,-6.257242,53.339229,Dublin,Dublin 2,Republic of Ireland
Keepers Arms,http://www.keepersarms.com,+353(0)499523318,-7.676686,54.12045,Cavan,Bawnboy,Republic of Ireland
Clooneen Guesthouse,http://www.clooneenhousewestport.com,+353(0)9825361,-9.518095,53.801381,Mayo,Westport,Republic of Ireland
Moy House,http://www.moyhouse.com,+353(0)657082800,-9.34911083068846,52.9171455751078,Clare,Lahinch,Republic of Ireland
Kilkee Thalasso Centre,http://www.kilkeethalasso.com,+353(0)659056742,-9.644872,52.680966,Clare,Kilkee,Republic of Ireland
Fitzpatrick's,http://www.fitzpatrickstavern.ie/,+353(0)436683392,-7.53412,53.873005,Cavan,Lough Gowna,Republic of Ireland
McCarthy's Guesthouse,http://www.mccarthyslodge.com,+353(0)989142,-9.52603,53.79875,Mayo,Westport,Republic of Ireland
King Sitric Guesthouse,http://www.kingsitric.ie,+353(0)18325235,-6.06343335333827,53.3882881809079,Dublin,Howth,Republic of Ireland
Kingfisher Lodge,http://www.kingfisherlodgekillarney.com,+353(0)646637131,-9.50604830249881,52.0636727553837,Kerry,Killarney,Republic of Ireland
Ferryview Guesthouse,http://www.ferryviewhouse.com,+353(0)18335893,-6.207038,53.360429,Dublin,Dublin City,Republic of Ireland
Drumcreehy House,http://www.drumcreehyhouse.com/,+353(0)657077377,-9.12330468559774,53.1248479303135,Clare,Ballyvaughan,Republic of Ireland
Ballyraine Guesthouse,http://www.ballyraineguesthouse.com,+353(0)749124460,-7.707571,54.957063,Donegal,Letterkenny,Republic of Ireland
Blindgate House,http://www.blindgatehouse.com/,+353(0)214777858,-8.525616,51.703563,Cork,Kinsale,Republic of Ireland
Achill House,,+353(0)214279447,-8.488005,51.895943,Cork,Cork City,Republic of Ireland
Davitts,http://www.davittskenmare.com,+353(0)646642741,-9.583697,51.879245,Kerry,Kenmare,Republic of Ireland
Rannoch,http://www.holidayinmeath.com,+353(0)419827469,-6.242776,53.695503,Meath,Bettystown,Republic of Ireland
O'Donnabhains Guesthouse,http://www.odonnabhain-kenmare.com,+353(0)646642106,-9.583696,51.879306,Kerry,Kenmare,Republic of Ireland
Benbaun House,http://www.benbaunhouse.com,+353(0)9521462,-10.020223,53.49108,Galway,Clifden,Republic of Ireland
Carlow Guesthouse,http://www.carlowguesthouse.com,+353(0)599136033,-6.879968,52.857243,Carlow,Carlow Town,Republic of Ireland
Gorman's Clifftop House & Restaurant,http://www.gormans-clifftophouse.com,+353(0)669155162,-10.360212,52.206317,Kerry,Dingle,Republic of Ireland
Abbey Lodge,http://www.abbey-lodge.com,+353(0)646634193,-9.506673,52.055283,Kerry,Killarney,Republic of Ireland
Sea Rod Inn,http://www.thesearodinn.ie/,+353(0)9786767,-9.952299,54.069885,Mayo,Doohoma,Republic of Ireland
Carrig Country House,http://www.carrighouse.com,+353(0)669769100,-9.850168,52.073957,Kerry,Killorglin,Republic of Ireland
Fanad House,http://www.fanadhouse.com,+353(0)567764126,-7.242321,52.646663,Kilkenny,Kilkenny City,Republic of Ireland
Quay House,http://www.thequayhouse.com,+353(0)9521369,-10.030031,53.485731,Galway,Clifden,Republic of Ireland
Laurels Guesthouse,http://www.thelaurelskilkenny.com,+353(0)567761501,-7.260896,52.644713,Kilkenny,Kilkenny City,Republic of Ireland
Ballyknocken House,http://www.ballyknocken.com,+353(0)40444627,-6.143497,52.972221,Wicklow,Ashford,Republic of Ireland
Ashville Guesthouse,,+353(0)9827060,-9.504022,53.803395,Mayo,Westport,Republic of Ireland
Blarney Stone,http://www.blarneystoneguesthouse.com/,+353(0)214270083,-8.488098,51.895931,Cork,Cork City,Republic of Ireland
Grafton Guesthouse,http://www.graftonguesthouse.com,+353(0)16480025,-6.264412,53.342251,Dublin,Dublin City,Republic of Ireland
Fairview Boutique Hotel,,,-9.5064024432454,52.0600210130657,Kerry,Killarney,Republic of Ireland
Virginia's Guest House,http://www.virginias-kenmare.com,+353(0)646641021,-9.583451,51.878329,Kerry,Kenmare,Republic of Ireland
Riverside Restaurant & Guesthouse,http://www.riversiderest.com,+353(0)949254200,-8.796222,53.963647,Mayo,Charlestown,Republic of Ireland
Wineport Lodge,http://www.wineport.ie,+353(0)906439010,-7.885415,53.46501,Westmeath,Athlone,Republic of Ireland
The Tides,http://www.ballybunionguesthouse.com/,+353(0)866000665,-9.6509510470255,52.5050594724856,Kerry,Ballybunion,Republic of Ireland
Kennys Guesthouse,http://www.kennysguesthouse.com,+353(0)949023091,-9.296415,53.857937,Mayo,Castlebar,Republic of Ireland
The Courtyard,http://www.bunrattycourtyard.com,+353(0)61361444,-8.816871,52.699192,Clare,Bunratty,Republic of Ireland
Crystal Springs,http://www.crystalspringsbandb.com,+353(0)646633272,-9.48772,52.052907,Kerry,Killarney,Republic of Ireland
Harbour House,http://www.maharees.ie/index.html,+353(0)667139292,-10.03635,52.308934,Kerry,Castlegregory,Republic of Ireland
O'Connor's Farmhouse,http://www.oconnorsdoolin.com,+353(0)657074498,-9.380141,53.016356,Clare,Doolin,Republic of Ireland
Buswells Hotel,http://www.buswells.ie,+353(0)16146500,-6.25578,53.340756,Dublin,Dublin 2,Republic of Ireland
Imperial Hotel,http://www.imperialhoteltralee.com,+353(0)667127755,-9.70520731167414,52.2684760810942,Kerry,Tralee,Republic of Ireland
Óstán Loch Altan Hotel,http://www.ostanlochaltan.com/,+353(0)749135267,-8.13319390178298,55.1216751758302,Donegal,Gortahork,Republic of Ireland
Ballyliffin Hotel,http://www.ballyliffinhotel.com,+353(0)749376106,-7.393952,55.277699,Donegal,Ballyliffin,Republic of Ireland
Lucan Spa Hotel,http://www.lucanspahotel.ie,+353(0)16280494,-6.4636215251312,53.3556529419459,Dublin,Lucan,Republic of Ireland
Grand Hotel,http://www.thegrand.ie/,+353(0)18450000,-6.147392,53.450753,Dublin,Malahide,Republic of Ireland
Leens Hotel,http://www.leensabbeyfeale.com,+353(0)6831121,-9.30089900859832,52.385018943412,Limerick,Abbeyfeale,Republic of Ireland
Butler Arms Hotel,http://www.butlerarms.com,+353(0)669474144,-10.1726674160079,51.8279351368584,Kerry,Waterville,Republic of Ireland
Lake Hotel,http://www.lakehotelkillarney.com,+353(0)646631035,-9.499806,52.038284,Kerry,Killarney,Republic of Ireland
Lansdowne Arms Hotel,http://www.lansdownearms.com/,+353(0)646641368,-9.58151684292215,51.8790212283832,Kerry,Kenmare,Republic of Ireland
Dooley's Hotel Waterford,http://www.dooleys-hotel.ie,+353(0)51873531,-7.11559923677066,52.262860884405,Waterford,Waterford City,Republic of Ireland
Bush Hotel,http://www.bushhotel.com,+353(0)719671000,-8.09396088343237,53.9461672510717,Leitrim,Carrick On Shannon,Republic of Ireland
Club House Hotel,http://www.clubhousehotel.com,+353(0)567721994,-7.25170889814762,52.6493317272656,Kilkenny,Kilkenny City,Republic of Ireland
Kildare Street Hotel,http://www.thekeycollection.ie/kildare-street-hotel.html,+353(0)16794643,-6.25475178769682,53.3420212062012,Dublin,Dublin City,Republic of Ireland
Beach Hotel,http://www.beachhotel.ie/,+353(0)749155303,-7.83405808465579,55.1945742879179,Donegal,Letterkenny,Republic of Ireland
Kee's Hotel,http://www.keeshotel.ie,+353(0)749131018,-7.76917329695891,54.8047077454534,Donegal,Ballybofey,Republic of Ireland
Westcourt Hotel,http://www.westcourt.ie,+353(0)419830965,-6.35371775826638,53.7149804454832,Louth,Drogheda,Republic of Ireland
Muskerry Arms,http://www.muskerryarms.com,+353(0)214385200,-8.567795,51.933152,Cork,Blarney,Republic of Ireland
Friar's Lodge,http://www.friars-lodge.com,+353(0)214777384,-8.526748,51.707142,Cork,Kinsale,Republic of Ireland
Conyngham Arms Hotel,http://www.conynghamarms.ie,+353(0)419884444,-6.54471763833304,53.7085884860577,Meath,Slane,Republic of Ireland
Hunters Hotel,http://www.hunters.ie,+353(0)40440106,-6.08413925396735,53.0063833395929,Wicklow,Rathnew,Republic of Ireland
Holyrood Hotel,http://www.holyroodhotel.com,+353(0)719841232,-8.27984289699361,54.4779471310046,Donegal,Bundoran,Republic of Ireland
"Central Hotel, Conference and Leisure Centre",https://www.facebook.com/pg/centralhoteldonegal/about/,+353(0)749721027,-8.11079991038127,54.6534912065065,Donegal,Donegal Town,Republic of Ireland
Gougane Barra Hotel,http://www.gouganebarrahotel.com/,+353(0)2647069,-9.31700344295689,51.8388545118661,Cork,Ballingeary,Republic of Ireland
Dorrian’s Imperial Hotel,http://www.dorriansimperialhotel.com,+353(0)719851147,-8.19124232142644,54.5020065267716,Donegal,Ballyshannon,Republic of Ireland
Bay View Hotel,http://www.thebayviewhotel.com,+353(0)214646746,-8.00468228836053,51.8278908837917,Cork,Ballycotton,Republic of Ireland
The Wyatt Hotel,http://www.wyatthotel.com,+353(0)9825027,-9.52530618650814,53.799263197959,Mayo,Westport,Republic of Ireland
"Yeats Country Hotel, Spa and Leisure Club",http://www.yeatscountryhotel.com,+353(0)719177211,-8.56538857672126,54.3058449706144,Sligo,Rosses Point,Republic of Ireland
Talbot Hotel,https://www.talbotwexford.ie,+353(0)539122566,-6.45735591534424,52.3357635567824,Wexford,Wexford Town,Republic of Ireland
Arbutus Hotel,http://www.arbutuskillarney.com,+353(0)646631037,-9.50609804662701,52.0595528069219,Kerry,Killarney,Republic of Ireland
Casey's Hotel,http://www.caseyshotelglengarriff.ie,+353(0)2763010,-9.55140359391783,51.7498731934389,Cork,Glengarriff,Republic of Ireland
Bridge Hotel,http://www.arklowbridgehotel.com,+353(0)40231666,-6.15244,52.798163,Wicklow,Arklow,Republic of Ireland
Foyles Hotel,http://www.foyleshotel.com,+353(0)9521801,-10.0227132159386,53.4886116991957,Galway,Clifden,Republic of Ireland
Killarney Towers Hotel & Leisure Centre,http://www.killarneytowers.com,+353(0)646631038,-9.50706390674588,52.0586783341893,Kerry,Killarney,Republic of Ireland
International Hotel Killarney,http://www.killarneyinternational.com,+353(0)646631816,-9.50694722320941,52.0581083949966,Kerry,Killarney,Republic of Ireland
Dooly's Hotel,http://www.doolyshotel.com,+353(0)579120032,-7.91054501719668,53.0957047177535,Offaly,Birr,Republic of Ireland
Kelly's Resort Hotel,http://www.kellys.ie,+353(0)539132114,-6.387774,52.275493,Wexford,Rosslare,Republic of Ireland
The Metropole Hotel,http://www.themetropolehotel.ie,+353(0)214643700,-8.467587974205,51.9013092690477,Cork,Cork City,Republic of Ireland
Ashford Castle Hotel,http://www.ashfordcastle.com/,+353(0)949546003,-9.28459189682007,53.5345082468806,Mayo,Cong,Republic of Ireland
Ryan's Hotel,http://www.ryanshotelcong.ie,+353(0)949546243,-9.28634746990587,53.5413240917535,Mayo,Cong,Republic of Ireland
Hayes Hotel,http://www.hayeshotel.com,+353(0)50422122,-7.81218354232783,52.6793070845062,Tipperary,Thurles,Republic of Ireland
Muckross Park Hotel & Spa,http://www.muckrosspark.com,+353(0)646623400,-9.48913871891023,52.0246198520148,Kerry,Killarney,Republic of Ireland
Maple Hotel,http://www.maplehotel.com,+353(0)18555442,-6.254402,53.351114,Dublin,Dublin City,Republic of Ireland
Marine Hotel,http://www.marinehotel.ie,+353(0)18390000,-6.110418,53.388729,Dublin,Sutton,Republic of Ireland
Towers Hotel,http://www.towershotel.com,+353(0)669768212,-9.940233,52.056068,Kerry,Glenbeigh,Republic of Ireland
Hearn's Hotel,http://www.hearnshotel.com,+353(0)526121611,-7.69800156546784,52.3535785113643,Tipperary,Clonmel,Republic of Ireland
Shandon Hotel & Spa,http://www.shandonhotelspa.com/,+353(0)749136137,-7.906772,55.17987,Donegal,Dunfanaghy,Republic of Ireland
Taravie Hotel,,+353(0)539425208,-6.22803760615158,52.6453261952865,Wexford,Courtown,Republic of Ireland
West Cork Hotel,http://www.westcorkhotel.com,+353(0)2821277,-9.27070993254085,51.5508293570422,Cork,Skibbereen,Republic of Ireland
Great Northern Hotel,http://www.greatnorthernhotel.com,+353(0)719841204,-8.27623516434858,54.4851227462917,Donegal,Bundoran,Republic of Ireland
Castle Hotel,http://www.castlehotel.ie,+353(0)2641074,-8.95843351653286,51.9048674516043,Cork,Macroom,Republic of Ireland
Riu Plaza The Gresham Hotel,http://www.riu.com/en/hotel/ireland/dublin/hotel-riu-plaza-the-gresham-dublin,+353(0)18746881,-6.260295,53.35166,Dublin,Dublin City,Republic of Ireland
Glenview Hotel,http://www.glenviewhotel.com,+353(0)12873399,-6.12707777050014,53.142260985903,Wicklow,Glen of the Downs,Republic of Ireland
Royal Hotel and Merrill Leisure Centre,http://www.royalhotel.ie,+353(0)12862935,-6.10877977298162,53.2048412803465,Wicklow,Bray,Republic of Ireland
Bailie Hotel,http://www.bailiehotel.com,+353(0)429665334,-6.96956944907379,53.9160803696093,Cavan,Bailieborough,Republic of Ireland
Ashling Hotel Dublin,http://www.ashlinghotel.ie,+353(0)16772324,-6.29081406191926,53.3480830158216,Dublin,Dublin City,Republic of Ireland
Queens Hotel,http://www.queenshotelennis.com,+353(0)656828963,-8.98161868526745,52.8454138366489,Clare,Ennis,Republic of Ireland
Barry's Hotel,http://www.barryshotel.com,+353(0)18749407,-6.262855,53.355329,Dublin,Dublin City,Republic of Ireland
O'Shea's Hotel,http://www.osheas-hotel.com,+353(0)51381246,-7.15032496197125,52.1599075470621,Waterford,Tramore,Republic of Ireland
Munster Arms Hotel,http://www.munsterarmshotel.ie,+353(0)238841562,-8.73374849685478,51.7451811339418,Cork,Bandon,Republic of Ireland
Abbey Hotel,http://www.abbeyhoteldonegal.com,+353(0)749721014,-8.11081552818961,54.6537342588331,Donegal,Donegal,Republic of Ireland
The North Star Hotel,http://www.northstarhotel.ie,+353(0)18363136,-6.25008400000002,53.3516575123408,Dublin,Dublin 1,Republic of Ireland
Courtmacsherry Hotel,http://www.courtmacsherryhotel.ie,+353(0)238846198,-8.69967366137689,51.6333088676218,Cork,West Cork,Republic of Ireland
Skeffington Arms Hotel,http://www.skeffington.ie,+353(0)91563173,-9.0498879189796,53.2740651685713,Galway,Galway City,Republic of Ireland
Dergvale Hotel,http://www.dergvalehotel.com,+353(0)18744753,-6.26073879877662,53.3561087972416,Dublin,Dublin 1,Republic of Ireland
Glendalough Hotel,http://www.glendaloughhotel.com,+353(0)40445135,-6.3257687638063,53.0114087514418,Wicklow,Glendalough,Republic of Ireland
Garryvoe Hotel,http://www.garryvoehotel.com,+353(0)214646718,-8.00438093750381,51.8592178744157,Cork,Castlemartyr,Republic of Ireland
Longford Arms Hotel,http://www.longfordarms.ie,+353(0)433346296,-7.801731,53.728749,Longford,Longford,Republic of Ireland
Twin Trees Hotel & Leisure Club,http://www.twintreeshotel.ie,+353(0)9621033,-9.135654,54.117456,Mayo,Ballina,Republic of Ireland
Ravine Hotel,http://www.ravinehotel.net,+353(0)657074043,-9.28989998280338,53.0301997094739,Clare,Lisdoonvarna,Republic of Ireland
Wards Hotel,,+353(0)91581508,-9.06794944907381,53.2670333748452,Galway,Galway City,Republic of Ireland
Grand Hotel,http://www.grandhotel.ie,+353(0)40467337,-6.04737267724613,52.9806923668303,Wicklow,Wicklow Town,Republic of Ireland
McGettigan's Hotel,http://www.mcgettiganshotel.com/,+353(0)749122066,-7.73564809688946,54.9519992060627,Donegal,Letterkenny,Republic of Ireland
The Clarence,http://www.theclarence.ie,+353(0)14070800,-6.26677969080731,53.3452580062825,Dublin,Dublin City,Republic of Ireland
Wynn's Hotel,http://www.wynnshotel.ie,+353(0)18745131,-6.25874298528481,53.3483888333346,Dublin,Dublin City,Republic of Ireland
Bel-Air Hotel,http://www.belairhotelequestrian.com,+353(0)40440109,-6.12261284061435,53.0019963253334,Wicklow,Ashford,Republic of Ireland
Glen Hotel,http://www.theglenhotel.weebly.com,+353(0)749520505,-8.49961369807817,54.9900698835608,Donegal,Arranmore -Árainn Mhór,Republic of Ireland
Imperial Hotel,http://www.imperialhotelgalway.ie,+353(0)91563033,-9.05090665889542,53.2746043446592,Galway,Galway City,Republic of Ireland
