Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
An Club Beag,http://www.anclubbeag.ie,353749522649,-8.3599426,54.9485758,Donegal,Dungloe,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
"An Evening of Food, Folklore and Fairies",https://irishfolktours.com/,35312188555,-6.2542657,53.3508903,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Venue,Music,Traditionally Irish,Pubs and Bar,Food Shops,Shopping"
An Fál Mór (Falmore),,,-10.085653,54.09554,Mayo,Belmullet,Republic of Ireland,Discovery Point
An Fód Dubh (Blacksod Harbour),,,-10.060762,54.098875,Mayo,Blacksod,Republic of Ireland,Embarkation Point
An Grianan,http://www.an-grianan.ie,353419822119,-6.26566479895018,53.7556220728349,Louth,Termonfeckin,Republic of Ireland,"Learning,Cooking,Cookery"
An Grianan Adult Education College,https://www.an-grianan.ie,353419822119,-6.264549,53.754937,Louth,Termonfeckin,Republic of Ireland,"Restaurant,Craft,Shopping,Cooking,Cookery,Learning,Food and Drink,Local Produce,Activity Operator"
An Grianán Theatre,http://www.angrianan.com,+353(0)749120777,-7.731991,54.953345,Donegal,Letterkenny,Republic of Ireland,"Venue,Comedy,Music,Cafe,Food and Drink"
An Irish Anglers World Wicklow,http://www.anirishanglersworld.com,353868697370,-6.19505022094722,53.0520549175125,Wicklow,Roundwood,Republic of Ireland,"Fishing,Angling,Activity Operator"
An Poitin Stil,http://www.louisfitzgerald.com/poitinstil,+353(0)14589244,-6.476837,53.281066,Dublin,Rathcoole,Republic of Ireland,"Food and Drink,Restaurant"
An Port Mor Restaurant,http://anportmor.com,3539826730,-9.522252,53.799036,Mayo,Westport,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
An Pucan Bar,http://www.anpucan.ie,353857704605,-9.047359,53.274567,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
An Sibin Equestrian Centre,http://www.irishhorseriding.com,35361927411,-8.4042105,52.980229,Clare,Whitegate,Republic of Ireland,"Horse Riding,Equestrian"
An Siopa at The Mills,http://www.millsinn.ie/craft-shop-cork-hampers-food-homebaking-gifts,3532645237,-9.1706322,51.9456574,Cork,Ballyvourney,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
An Spailpín Fánac,http://www.facebook.com/anspailpinfanac,353214277949,-8.4765482,51.8965912,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
An Sugan Seafood Bar & Restaurant,http://www.ansugan.com,353238833498,-8.885853,51.623167,Cork,Clonakilty,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
An Táin Arts Centre,http://www.antain.ie,353429332332,-6.400612,54.004604,Louth,Dundalk,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Venue,Comedy,Traditionally Irish,Food and Drink,Pubs and Bar"
An tSean Bheairic,http://www.falcarraghvisitorcentre.com,353749180655,-8.100882,55.137024,Donegal,Falcarragh,Republic of Ireland,"Covid Safety Charter,Craft,Shopping,Museums and Attraction,Cafe,Food and Drink,Food Shops"
Anam Cara Writer's and Artist's Retreat,https://www.anamcararetreat.com,3532774441,-9.9557065,51.6842538,Cork,Eyeries,Republic of Ireland,"Learning,Activity Operator"
Ancestral Line,http://ancestralline.com,353860878762,-9.1057419,52.729145,Clare,Ballynacally,Republic of Ireland,"Tracing Your Ancestors,Activity Operator"
Ancestral Voices Limited,http://irishancestralvoices.com,+353(0)831454548,-8.02080289059847,53.2054043732246,Offaly,Banagher,Republic of Ireland,"Activity Operator,Tour"
Anchor Bar Dungarvan,http://www.facebook.com/anchorbardungarvan?fref=ts,3535841249,-7.618756,52.089821,Waterford,Dungarvan,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Anchor Tours,http://anchortours.ie/,+353(0)429371405,-6.3468879297709,54.0117268925552,Louth,Louth Village,Republic of Ireland,"Transport,Coach,Road"
Andy's Bar & Restaurant,http://www.andysmonaghan.com,3534782277,-6.9721375,54.2477282,Monaghan,Monaghan Town,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Angela Woulfe Gallery,http://www.angelawoulfegallery.com/,35361310164,-8.6288578,52.6591346,Limerick,Limerick City,Republic of Ireland,"Craft,Shopping,Art Gallery"
Angela's Ashes Walking Tour,https://www.limerick.ie/discover/eat-see-do/tours/angelas-ashes-walking-tours,+353(0)833000111,-8.62566,52.6653,Limerick,Limerick City,Republic of Ireland,"Walking,Activity Operator,Literary Ireland,Tour"
Anglers Paradise Fishing Guides,http://www.anglersparadise.org,353871229352,-9.5504684,52.1720486,Kerry,Farranfore,Republic of Ireland,"Fishing,Angling,Activity Operator"
Anglers Rest,http://theanglersrest.ie/,+353(0)18208314,-6.358864,53.359149,Dublin,Dublin City,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Seafood"
Anglers Rest Bar,https://www.facebook.com/pages/category/Bar/Anglers-Rest-Bar-148218728527206,3539543628,-9.9644048,53.5889263,Galway,Renvyle,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Angling at Jerpoint Park,http://jerpointpark.com/activities-events/fishing-2/,+353(0)866061449,-7.166836,52.512917,Kilkenny,Thomastown,Republic of Ireland,"Fishing,Angling,Natural Landscape,Activity Operator"
Angling Ballinlough,,+353(0)2641222,-9.15483689279705,51.5804761368337,Cork,Leap,Republic of Ireland,"Fishing,Angling"
Angling Ballyshannon District,,+353(0)719841350,-8.46304148183724,54.4606885449987,Sligo,Mullaghmore,Republic of Ireland,"Fishing,Angling"
Angling Ballyshunock Reservoir,,,-7.34221,52.225983,Waterford,Kilmacthomas,Republic of Ireland,"Fishing,Angling"
Angling Belturbet,,+353(0)494331942,-7.43472900793968,54.1009968037999,Cavan,Belturbet,Republic of Ireland,"Fishing,Angling"
Angling Bleach Lough,http://www.bleachloughanglers.ie,,-8.81276636800171,52.6168495261355,Limerick,Kildimo,Republic of Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Angling Bohernabreena Reservoirs,,+353(0)14543444,-6.284188,53.340054,Dublin,Tallaght,Republic of Ireland,"Fishing,Angling"
Angling Cloonee System,,+353(0)646684205,-9.74959805606923,51.8181618012555,Kerry,Kenmare,Republic of Ireland,"Fishing,Angling"
Angling in Lough Boora,http://www.loughboora.com/things-to-do/angling/,+353(0)579340010,-7.73017937648581,53.2188683440708,Offaly,Tullamore,Republic of Ireland,"Cycling,Fishing,Angling,Walking,Activity Operator,Cafe,Food and Drink,Bike Rental"
Angling In The Barony Of Erris,,+353(0)9782292,-9.98892,54.2237,Mayo,Belmullet,Republic of Ireland,"Fishing,Angling"
Angling Middle Lee,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Angling Services Ireland,http://www.anglingservicesireland.com,353866011878,-8.2868153,53.9835159,Roscommon,Boyle,Republic of Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Angling White Lake,,8934884(0)86-8934884,-7.30451437128095,53.6693383921237,Westmeath,Castlepollard,Republic of Ireland,"Fishing,Angling"
Angsana Spa at The Brehon,https://www.thebrehon.com/en/angsana-spa-killarney/,353646623980,-9.5044579,52.0459256,Kerry,Killarney,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Animal Magic – Falconry and Conservation,https://www.facebook.com/pages/Animal-Magic-Wildlife-Rescue/225058377509681,+353(0)6398777,-8.56227956923772,52.4013104884045,Limerick,Kilmallock,Republic of Ireland,"Bird Watching,Nature and Wildlife"
Ann McDonald’s Upper Deck Café,https://www.facebook.com/annmcdonaldscafe,35351425391,-6.9436031,52.3954961,Wexford,New Ross,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Annagh Church,,353667122522,-9.742521,52.248165,Kerry,Tralee,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Annaharvey Farm Cookery School,http://www.annaharveyfarm.ie,353579343544,-7.398389,53.249783,Offaly,Tullamore,Republic of Ireland,"Learning,Museums and Attraction,Cooking,Cookery,Activity Operator"
Annaharvey Farm Equestrian Centre,http://www.annaharveyfarm.ie,353579343544,-7.39603,53.252068,Offaly,Tullamore,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator"
Annalee Restaurant,http://www.hotelkilmore.ie/annalee-restaurant.html,353494332288,-7.3223043,53.9865713,Cavan,Cavan Town,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Annaloughan Loop,http://www.irishtrails.ie/Trail/Annaloughan-loop/488/,+353(0)429352111,-6.18602350592071,54.0379000768116,Louth,Carlingford,Republic of Ireland,"Walking,Natural Landscape"
Annemarie Bourke Studio Gallery,https://www.annemariebourke.com/,35361410510,-8.6293925,52.6613024,Limerick,Limerick City,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery"
Annes Grove Miniature Castle,https://www.irishlandmark.com/property/annes-grove-miniature-castle,35316704733,-8.4757718,52.2002048,Cork,Castletownroche,Republic of Ireland,"Historic Houses and Castle,Castle"
Annestown Beach ,,35351875823,-7.2727997,52.1391984,Waterford,Annestown,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Anocht Restaurant at Kilkenny Design Centre,https://anochtrestaurant.ie,353567722118,-7.250052,52.6493762,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant"
Aperitif - Wine & Tapas Bar,http://www.aperitifkinsale.com,353214772209,-8.52417533685332,51.7057512682578,Cork,Kinsale,Republic of Ireland,"Food and Drink,Restaurant"
Aphrodite Hills Spa at the Kinsale Hotel,https://www.kinsalehotelandspa.ie/spa.html,353214706625,-8.4654576,51.6986259,Cork,Kinsale,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Food and Drink,Pubs and Bar,Restaurant"
"Applied Language Centre, University College Dublin",http://www.ucd.ie/alc,+353(0)17167900,-6.220299,53.306327,Dublin,Belfield,Republic of Ireland,Learning
Après Tea,http://aprestea.net,353851417240,-9.0994848,54.2114822,Sligo,Enniscrone,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Aqua Golf,http://www.aquadome.ie,+353(0)667128899,-9.709561,52.263495,Kerry,Tralee,Republic of Ireland,"Golf,Swimming Pool,Swimming Pools and Water Park,Venue,Cafe,Food and Drink,Activity Operator"
Aqua Restaurant,http://aqua.ie/restaurant-offer/,+353(0)18320690,-6.06638090223151,53.3880061928278,Dublin,Howth,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Fine Dining,Seafood"
Aquaventures,http://www.aquaventures.ie,3532820511,-9.37713246114331,51.4793383232169,Cork,Baltimore,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Activity Operator"
AquaZone at  the National Aquatic Centre,http://www.aquazone.ie,+353(0)16464300,-6.370179,53.397004,Dublin,Blanchardstown,Republic of Ireland,"Restaurant,Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Food and Drink,Food Shops,Shopping"
Árainn Mhór - Arranmore Island,,,-8.520194041,54.98829765,Donegal,Arranmore -Árainn Mhór,Republic of Ireland,Discovery Point
Aran Bike Hire,http://www.aranbikehire.com,3539961132,-9.6654901,53.1193423,Galway,Inishmore - Árainn (Aran Islands),Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Aran Island & Cliffs of Moher,https://doolinferry.com/,353657075555,-9.37747390175184,53.016199106306,Clare,Doolin,Republic of Ireland,"Activity Operator,Tour,Boat"
Aran Island Ferries,https://www.aranislandferries.com,35391568903,-9.04757590588185,53.2742051404657,Galway,Rossaveal,Republic of Ireland,"Transport,Activity Operator,Coach,Road"
Aran Islands - 2 Day Tour Quicktours,http://www.quicktours.ie,+353(0)14659972,-6.25923664657512,53.3455498280955,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Aran Islands - Inisheer  - Inis Oírr,http://www.discoverinisoirr.com,3539975008,-9.5281381,53.0594423,Galway,Inisheer - Inis Oírr (Aran Islands),Republic of Ireland,"Island,Offshore Island"
Aran Islands - Inishmore - Inis Árainn,,3539961263,-9.7315917,53.1280443,Galway,Inishmore - Árainn (Aran Islands),Republic of Ireland,"Island,Offshore Island"
Aran Islands - Inishmaan - Inis Meáin,,,-9.58965917016294,53.0846945641393,Galway,Inishmaan - Inis Meáin (Aran Islands),Republic of Ireland,"Island,Offshore Island"
Aran Islands Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Aran Pony & Trap,http://www.aranponytrap.com,3539961292,-9.6701839,53.1191919,Galway,Aran Islands Town,Republic of Ireland,"Activity Operator,Tour"
Aran Sweater Market,http://www.aransweatermarket.com,353646639756,-9.6693531,53.11908,Galway,Aran Islands Town,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Aran Sweater Market,http://www.aransweatermarket.com,353646639756,-8.9208242,52.6926465,Clare,Shannon Airport,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Aran Sweater Market,http://www.aransweatermarket.com,353646639756,-9.5075729,52.0588301,Kerry,Killarney,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Áras an Mhuilinn Regional Comhaltas Centre,http://www.comhaltas.ie,353449330644,-7.33997729919736,53.5237695137512,Westmeath,Mullingar,Republic of Ireland,"Learning,Traditionally Irish,Literary Ireland,Cafe,Food and Drink"
Áras an Uachtaráin,http://www.president.ie/en,+353(0)16770095,-6.311431,53.361618,Dublin,Dublin City,Republic of Ireland,"Historic Houses and Castle,Gardens,Garden,Tour"
Áras Inis Gluaire,http://arasinisgluaire.ie/main/,+353(0)9781079,-9.98893250511912,54.2224665540833,Mayo,Belmullet,Republic of Ireland,"Learning,Museums and Attraction,Movies,Cinema,Venue,Craft,Shopping,Art Gallery,Music,Cafe,Food and Drink"
Arboretum Inspirational Gardens,https://www.arboretum.ie/,353599721558,-6.9747303,52.742058,Carlow,Leighlinbridge,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Gardens,Garden,Cafe,Food and Drink"
Arbour Hill Cemetery,https://heritageireland.ie/visit/places-to-visit/arbour-hill-cemetery/,35318213021,-6.2871173,53.3509571,Dublin,Dublin City,Republic of Ireland,"Public Park,Nature and Wildlife,Tour"
Arbutus Garden Tours,http://www.arbutusgardentours.ie,+353(0)91882125,-6.29209543788909,53.3656392193716,Dublin,Ranelagh,Republic of Ireland,"Activity Operator,Tour"
Architectural Furniture,http://www.architectural-furniture.com,353419827124,-6.2839232,53.717798,Louth,Drogheda,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Architectural History Ireland,https://www.riai.ie/discover-architecture/architecture-tours,+353(0)16761703 ,-6.2473358,53.3399625,Dublin,Dublin City,Republic of Ireland,"Walking,Historic Houses and Castle,Activity Operator,Tour"
Ard Bia at Nimmos,http://www.ardbia.com,35391561114,-9.0540644,53.2697959,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Ard Na Breatha Restaurant,http://www.ardnabreatha.com,353749722288,-8.101196,54.662845,Donegal,Donegal Town,Republic of Ireland,"Food and Drink,Restaurant"
Ard na Gaoithe - Ardnageeha Loop Walk,http://www.irishtrails.ie/Trail/Ard-na-Gaoithe---Ardnageeha-loop/223/,,-9.28800408924667,53.5403754959373,Mayo,Cong,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Ard Nahoo,https://www.ardnahoo.com/,353719134939,-8.296866,54.243036,Leitrim,Dromahair,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Activity Operator,Local Produce,Food and Drink,Restaurant,Vegetarian"
Ardaire Springs Angling Centre,http://www.ardairesprings.com,353878128937,-7.2271468,52.3112196,Kilkenny,Mooncoin,Republic of Ireland,"Fishing,Angling,Activity Operator"
Ardamine Beach,,,-6.2263824586919,52.6438697278524,Wexford,Courtown,Republic of Ireland,Beach
Ardara Heritage Centre,http://ardara.ie/tag/heritage-centre,353872424590,-8.4126667,54.762,Donegal,Ardara,Republic of Ireland,Museums and Attraction
Ardcavan Coaches,http://www.ardcavan.com,+353(0)539122561,-6.447715,52.366723,Wexford,Wexford Town,Republic of Ireland,"Transport,Coach,Road"
Ardee Golf Club,http://www.ardeegolfclub.com,353416853227,-6.5478622,53.8620033,Louth,Ardee,Republic of Ireland,"Golf,Golf Course"
Ardfert Cathedral,https://heritageireland.ie/visit/places-to-visit/ardfert-cathedral/,353667134711,-9.7816297,52.3285243,Kerry,Ardfert,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Ardfert Indoor Market,https://www.iomst.ie/market/ardfert-indoor-market,353879209673,-9.782158,52.328152,Kerry,Ardfert,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Ardgillan Castle and Victorian Gardens,https://ardgillancastle.ie,35318492212,-6.1616584,53.5817894,Dublin,Balbriggan,Republic of Ireland,"Covid Safety Charter,Learning,Walking,Historic Houses and Castle,Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
Ardgillan Castle Café,http://facebook.com/ardgillancastle,+353(0)18492212,-6.16,53.586,Dublin,Balbriggan,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Ardgillan Demesne,http://www.facebook.com/ardgillancastle,+353(0)18492212,-6.15902969162262,53.5871631380011,Dublin,Balbriggan,Republic of Ireland,"Learning,Museums and Attraction,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Cafe,Food and Drink,Tour,Food Shops,Shopping"
Ardgroom - Pulleen Loop,http://www.bearatourism.com/loopwalks.html,+353(0)2770054,-9.89835703693721,51.7320672187345,Cork,Ardgroom,Republic of Ireland,Walking
Ardkeen Market,https://www.iomst.ie/market/ardkeen-outdoor-artisan-market/,353868136770,-7.082923,52.246666,Waterford,Waterford City,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
